Starting Sample AI Mock script (Multi-Campaign). Target: http://localhost:3000/api/events
[00:52:04] Sent data for Peluncuran Minuman Energi. Status: 200
[00:52:06] Sent data for Iklan Mobil Listrik. Status: 200
[00:52:07] Sent data for Promo Skincare Baru. Status: 200
[00:52:09] Sent data for Promo Skincare Baru. Status: 200
[00:52:11] Sent data for Promo Skincare Baru. Status: 200
[00:52:13] Sent data for Peluncuran Minuman Energi. Status: 200
[00:52:15] Sent data for Iklan Mobil Listrik. Status: 200
[00:52:18] Sent data for Peluncuran Minuman Energi. Status: 200
[00:52:19] Sent data for Peluncuran Minuman Energi. Status: 200
[00:52:20] Sent data for Promo Skincare Baru. Status: 200
[00:52:23] Sent data for Iklan Mobil Listrik. Status: 200
[00:52:24] Sent data for Promo Skincare Baru. Status: 200
[00:52:27] Sent data for Iklan Mobil Listrik. Status: 200
[00:52:28] Sent data for Peluncuran Minuman Energi. Status: 200
[00:52:29] Sent data for Promo Skincare Baru. Status: 200
[00:52:32] Sent data for Iklan Mobil Listrik. Status: 200
[00:52:34] Sent data for Iklan Mobil Listrik. Status: 200
[00:52:35] Sent data for Iklan Mobil Listrik. Status: 200
[00:52:37] Sent data for Iklan Mobil Listrik. Status: 200
[00:52:39] Sent data for Peluncuran Minuman Energi. Status: 200
[00:52:42] Sent data for Promo Skincare Baru. Status: 200
[00:52:45] Sent data for Peluncuran Minuman Energi. Status: 200
[00:52:47] Sent data for Iklan Mobil Listrik. Status: 200
[00:52:48] Sent data for Promo Skincare Baru. Status: 200
[00:52:50] Sent data for Iklan Mobil Listrik. Status: 200
[00:52:53] Sent data for Promo Skincare Baru. Status: 200
[00:52:54] Sent data for Promo Skincare Baru. Status: 200
[00:52:56] Sent data for Promo Skincare Baru. Status: 200
[00:52:57] Sent data for Promo Skincare Baru. Status: 200
[00:53:00] Sent data for Iklan Mobil Listrik. Status: 200
[00:53:02] Sent data for Peluncuran Minuman Energi. Status: 200
[00:53:04] Sent data for Peluncuran Minuman Energi. Status: 200
[00:53:06] Sent data for Iklan Mobil Listrik. Status: 200
[00:53:07] Sent data for Peluncuran Minuman Energi. Status: 200
[00:53:09] Sent data for Peluncuran Minuman Energi. Status: 200
[00:53:11] Sent data for Iklan Mobil Listrik. Status: 200
[00:53:12] Sent data for Iklan Mobil Listrik. Status: 200
[00:53:15] Sent data for Peluncuran Minuman Energi. Status: 200
[00:53:18] Sent data for Iklan Mobil Listrik. Status: 200
[00:53:21] Sent data for Peluncuran Minuman Energi. Status: 200
[00:53:22] Sent data for Iklan Mobil Listrik. Status: 200
[00:53:23] Sent data for Promo Skincare Baru. Status: 200
[00:53:24] Sent data for Iklan Mobil Listrik. Status: 200
[00:53:26] Sent data for Iklan Mobil Listrik. Status: 200
[00:53:28] Sent data for Promo Skincare Baru. Status: 200
[00:53:30] Sent data for Promo Skincare Baru. Status: 200
[00:53:32] Sent data for Promo Skincare Baru. Status: 200
[00:53:33] Sent data for Promo Skincare Baru. Status: 200
[00:53:34] Sent data for Iklan Mobil Listrik. Status: 200
[00:53:35] Sent data for Iklan Mobil Listrik. Status: 200
[00:53:37] Sent data for Peluncuran Minuman Energi. Status: 200
[00:53:39] Sent data for Iklan Mobil Listrik. Status: 200
[00:53:40] Sent data for Iklan Mobil Listrik. Status: 200
[00:53:41] Sent data for Promo Skincare Baru. Status: 200
[00:53:44] Sent data for Iklan Mobil Listrik. Status: 200
[00:53:47] Sent data for Promo Skincare Baru. Status: 200
[00:53:49] Sent data for Iklan Mobil Listrik. Status: 200
[00:53:51] Sent data for Promo Skincare Baru. Status: 200
[00:53:54] Sent data for Peluncuran Minuman Energi. Status: 200
[00:53:55] Sent data for Promo Skincare Baru. Status: 200
[00:53:57] Sent data for Peluncuran Minuman Energi. Status: 200
[00:53:59] Sent data for Peluncuran Minuman Energi. Status: 200
[00:54:02] Sent data for Promo Skincare Baru. Status: 200
[00:54:04] Sent data for Peluncuran Minuman Energi. Status: 200
[00:54:05] Sent data for Promo Skincare Baru. Status: 200
[00:54:08] Sent data for Promo Skincare Baru. Status: 200
[00:54:09] Sent data for Iklan Mobil Listrik. Status: 200
[00:54:12] Sent data for Promo Skincare Baru. Status: 200
[00:54:15] Sent data for Peluncuran Minuman Energi. Status: 200
[00:54:17] Sent data for Iklan Mobil Listrik. Status: 200
[00:54:19] Sent data for Iklan Mobil Listrik. Status: 200
[00:54:22] Sent data for Iklan Mobil Listrik. Status: 200
[00:54:25] Sent data for Iklan Mobil Listrik. Status: 200
[00:54:27] Sent data for Iklan Mobil Listrik. Status: 200
[00:54:29] Sent data for Iklan Mobil Listrik. Status: 200
[00:54:31] Sent data for Peluncuran Minuman Energi. Status: 200
[00:54:32] Sent data for Peluncuran Minuman Energi. Status: 200
[00:54:35] Sent data for Iklan Mobil Listrik. Status: 200
[00:54:36] Sent data for Peluncuran Minuman Energi. Status: 200
[00:54:38] Sent data for Promo Skincare Baru. Status: 200
[00:54:41] Sent data for Peluncuran Minuman Energi. Status: 200
[00:54:43] Sent data for Iklan Mobil Listrik. Status: 200
[00:54:46] Sent data for Promo Skincare Baru. Status: 200
[00:54:47] Sent data for Promo Skincare Baru. Status: 200
[00:54:48] Sent data for Promo Skincare Baru. Status: 200
[00:54:50] Sent data for Iklan Mobil Listrik. Status: 200
[00:54:53] Sent data for Iklan Mobil Listrik. Status: 200
[00:54:56] Sent data for Iklan Mobil Listrik. Status: 200
[00:54:57] Sent data for Promo Skincare Baru. Status: 200
[00:55:00] Sent data for Promo Skincare Baru. Status: 200
[00:55:02] Sent data for Iklan Mobil Listrik. Status: 200
[00:55:04] Sent data for Peluncuran Minuman Energi. Status: 200
[00:55:06] Sent data for Iklan Mobil Listrik. Status: 200
[00:55:08] Sent data for Promo Skincare Baru. Status: 200
[00:55:10] Sent data for Peluncuran Minuman Energi. Status: 200
[00:55:12] Sent data for Promo Skincare Baru. Status: 200
[00:55:15] Sent data for Peluncuran Minuman Energi. Status: 200
[00:55:17] Sent data for Peluncuran Minuman Energi. Status: 200
[00:55:20] Sent data for Iklan Mobil Listrik. Status: 200
[00:55:22] Sent data for Iklan Mobil Listrik. Status: 200
[00:55:24] Sent data for Promo Skincare Baru. Status: 200
[00:55:25] Sent data for Peluncuran Minuman Energi. Status: 200
[00:55:28] Sent data for Iklan Mobil Listrik. Status: 200
[00:55:29] Sent data for Iklan Mobil Listrik. Status: 200
[00:55:32] Sent data for Iklan Mobil Listrik. Status: 200
[00:55:35] Sent data for Peluncuran Minuman Energi. Status: 200
[00:55:36] Sent data for Peluncuran Minuman Energi. Status: 200
[00:55:38] Sent data for Promo Skincare Baru. Status: 200
[00:55:40] Sent data for Iklan Mobil Listrik. Status: 200
[00:55:42] Sent data for Iklan Mobil Listrik. Status: 200
[00:55:45] Sent data for Iklan Mobil Listrik. Status: 200
[00:55:46] Sent data for Promo Skincare Baru. Status: 200
[00:55:49] Sent data for Peluncuran Minuman Energi. Status: 200
[00:55:51] Sent data for Peluncuran Minuman Energi. Status: 200
[00:55:54] Sent data for Iklan Mobil Listrik. Status: 200
[00:55:56] Sent data for Iklan Mobil Listrik. Status: 200
[00:55:58] Sent data for Promo Skincare Baru. Status: 200
[00:55:59] Sent data for Promo Skincare Baru. Status: 200
[00:56:01] Sent data for Promo Skincare Baru. Status: 200
[00:56:02] Sent data for Iklan Mobil Listrik. Status: 200
[00:56:05] Sent data for Promo Skincare Baru. Status: 200
[00:56:06] Sent data for Iklan Mobil Listrik. Status: 200
[00:56:08] Sent data for Promo Skincare Baru. Status: 200
[00:56:09] Sent data for Promo Skincare Baru. Status: 200
[00:56:10] Sent data for Promo Skincare Baru. Status: 200
[00:56:12] Sent data for Peluncuran Minuman Energi. Status: 200
[00:56:15] Sent data for Iklan Mobil Listrik. Status: 200
[00:56:16] Sent data for Promo Skincare Baru. Status: 200
[00:56:19] Sent data for Promo Skincare Baru. Status: 200
[00:56:21] Sent data for Promo Skincare Baru. Status: 200
[00:56:23] Sent data for Peluncuran Minuman Energi. Status: 200
[00:56:26] Sent data for Promo Skincare Baru. Status: 200
[00:56:27] Sent data for Peluncuran Minuman Energi. Status: 200
[00:56:30] Sent data for Promo Skincare Baru. Status: 200
[00:56:33] Sent data for Iklan Mobil Listrik. Status: 200
[00:56:34] Sent data for Iklan Mobil Listrik. Status: 200
[00:56:36] Sent data for Iklan Mobil Listrik. Status: 200
[00:56:38] Sent data for Peluncuran Minuman Energi. Status: 200
[00:56:39] Sent data for Peluncuran Minuman Energi. Status: 200
[00:56:40] Sent data for Iklan Mobil Listrik. Status: 200
[00:56:42] Sent data for Peluncuran Minuman Energi. Status: 200
[00:56:44] Sent data for Peluncuran Minuman Energi. Status: 200
[00:56:46] Sent data for Peluncuran Minuman Energi. Status: 200
[00:56:48] Sent data for Promo Skincare Baru. Status: 200
[00:56:50] Sent data for Promo Skincare Baru. Status: 200
[00:56:53] Sent data for Iklan Mobil Listrik. Status: 200
[00:56:55] Sent data for Promo Skincare Baru. Status: 200
[00:56:57] Sent data for Iklan Mobil Listrik. Status: 200
[00:56:59] Sent data for Promo Skincare Baru. Status: 200
[00:57:00] Sent data for Promo Skincare Baru. Status: 200
[00:57:02] Sent data for Promo Skincare Baru. Status: 200
[00:57:04] Sent data for Promo Skincare Baru. Status: 200
[00:57:06] Sent data for Promo Skincare Baru. Status: 200
[00:57:08] Sent data for Iklan Mobil Listrik. Status: 200
[00:57:10] Sent data for Peluncuran Minuman Energi. Status: 200
[00:57:13] Sent data for Peluncuran Minuman Energi. Status: 200
[00:57:16] Sent data for Promo Skincare Baru. Status: 200
[00:57:17] Sent data for Peluncuran Minuman Energi. Status: 200
[00:57:19] Sent data for Peluncuran Minuman Energi. Status: 200
[00:57:20] Sent data for Peluncuran Minuman Energi. Status: 200
[00:57:22] Sent data for Promo Skincare Baru. Status: 200
[00:57:25] Sent data for Peluncuran Minuman Energi. Status: 200
[00:57:28] Sent data for Promo Skincare Baru. Status: 200
[00:57:31] Sent data for Iklan Mobil Listrik. Status: 200
[00:57:33] Sent data for Peluncuran Minuman Energi. Status: 200
[00:57:35] Sent data for Peluncuran Minuman Energi. Status: 200
[00:57:37] Sent data for Peluncuran Minuman Energi. Status: 200
[00:57:39] Sent data for Iklan Mobil Listrik. Status: 200
[00:57:40] Sent data for Peluncuran Minuman Energi. Status: 200
[00:57:43] Sent data for Peluncuran Minuman Energi. Status: 200
[00:57:45] Sent data for Iklan Mobil Listrik. Status: 200
[00:57:46] Sent data for Peluncuran Minuman Energi. Status: 200
[00:57:47] Sent data for Peluncuran Minuman Energi. Status: 200
[00:57:48] Sent data for Promo Skincare Baru. Status: 200
[00:57:49] Sent data for Iklan Mobil Listrik. Status: 200
[00:57:52] Sent data for Iklan Mobil Listrik. Status: 200
[00:57:53] Sent data for Peluncuran Minuman Energi. Status: 200
[00:57:55] Sent data for Promo Skincare Baru. Status: 200
[00:57:56] Sent data for Iklan Mobil Listrik. Status: 200
[00:57:59] Sent data for Iklan Mobil Listrik. Status: 200
[00:58:00] Sent data for Iklan Mobil Listrik. Status: 200
[00:58:02] Sent data for Iklan Mobil Listrik. Status: 200
[00:58:04] Sent data for Peluncuran Minuman Energi. Status: 200
[00:58:07] Sent data for Iklan Mobil Listrik. Status: 200
[00:58:09] Sent data for Promo Skincare Baru. Status: 200
[00:58:11] Sent data for Promo Skincare Baru. Status: 200
[00:58:14] Sent data for Iklan Mobil Listrik. Status: 200
[00:58:15] Sent data for Peluncuran Minuman Energi. Status: 200
[00:58:17] Sent data for Peluncuran Minuman Energi. Status: 200
[00:58:19] Sent data for Promo Skincare Baru. Status: 200
[00:58:22] Sent data for Peluncuran Minuman Energi. Status: 200
[00:58:25] Sent data for Peluncuran Minuman Energi. Status: 200
[00:58:27] Sent data for Iklan Mobil Listrik. Status: 200
[00:58:30] Sent data for Peluncuran Minuman Energi. Status: 200
[00:58:33] Sent data for Promo Skincare Baru. Status: 200
[00:58:35] Sent data for Peluncuran Minuman Energi. Status: 200
[00:58:37] Sent data for Peluncuran Minuman Energi. Status: 200
[00:58:39] Sent data for Iklan Mobil Listrik. Status: 200
[00:58:40] Sent data for Promo Skincare Baru. Status: 200
[00:58:42] Sent data for Peluncuran Minuman Energi. Status: 200
[00:58:44] Sent data for Iklan Mobil Listrik. Status: 200
[00:58:46] Sent data for Promo Skincare Baru. Status: 200
[00:58:48] Sent data for Promo Skincare Baru. Status: 200
[00:58:51] Sent data for Promo Skincare Baru. Status: 200
[00:58:53] Sent data for Iklan Mobil Listrik. Status: 200
[00:58:55] Sent data for Promo Skincare Baru. Status: 200
[00:58:57] Sent data for Promo Skincare Baru. Status: 200
[00:58:58] Sent data for Promo Skincare Baru. Status: 200
[00:59:00] Sent data for Promo Skincare Baru. Status: 200
[00:59:02] Sent data for Iklan Mobil Listrik. Status: 200
[00:59:04] Sent data for Promo Skincare Baru. Status: 200
[00:59:06] Sent data for Iklan Mobil Listrik. Status: 200
[00:59:08] Sent data for Peluncuran Minuman Energi. Status: 200
[00:59:11] Sent data for Promo Skincare Baru. Status: 200
[00:59:14] Sent data for Promo Skincare Baru. Status: 200
[00:59:16] Sent data for Promo Skincare Baru. Status: 200
[00:59:19] Sent data for Promo Skincare Baru. Status: 200
[00:59:20] Sent data for Iklan Mobil Listrik. Status: 200
[00:59:22] Sent data for Iklan Mobil Listrik. Status: 200
[00:59:24] Sent data for Peluncuran Minuman Energi. Status: 200
[00:59:25] Sent data for Promo Skincare Baru. Status: 200
[00:59:28] Sent data for Peluncuran Minuman Energi. Status: 200
[00:59:30] Sent data for Peluncuran Minuman Energi. Status: 200
[00:59:32] Sent data for Iklan Mobil Listrik. Status: 200
[00:59:34] Sent data for Promo Skincare Baru. Status: 200
[00:59:36] Sent data for Iklan Mobil Listrik. Status: 200
[00:59:39] Sent data for Iklan Mobil Listrik. Status: 200
[00:59:40] Sent data for Promo Skincare Baru. Status: 200
[00:59:41] Sent data for Promo Skincare Baru. Status: 200
[00:59:44] Sent data for Peluncuran Minuman Energi. Status: 200
[00:59:45] Sent data for Promo Skincare Baru. Status: 200
[00:59:46] Sent data for Iklan Mobil Listrik. Status: 200
[00:59:48] Sent data for Promo Skincare Baru. Status: 200
[00:59:51] Sent data for Promo Skincare Baru. Status: 200
[00:59:53] Sent data for Promo Skincare Baru. Status: 200
[00:59:56] Sent data for Iklan Mobil Listrik. Status: 200
